stage_id,title,order,step_id,left,top,description,en_title,en_description,de_title,de_description,es_title,es_description,dk_title,dk_description,ru_title,ru_description
texas_holdem_showdown,Next player,3,texas_holdem_showdown_3,31,10,"The next player to the left of the previous player turns up their two hole cards to form the best five-card combination, using any combination of their two hole cards and five community cards.",Next player,"The next player to the left of the previous player turns up their two hole cards to form the best five-card combination, using any combination of their two hole cards and five community cards.",Der nächste Spieler,"Der nächste Spieler zur Linken des vorherigen Spielers deckt seine beiden Hole Cards auf um die beste Kombination aus fünf Karten zu erzielen, indem er seine beiden Taschenkarten mit den fünf Gemeinschaftskarten kombiniert.",Siguiente jugador,"El siguiente jugador a la izquierda muestra sus dos cartas para formar la mejor combinación de cinco cartas, usando las dos particulares y las cinco que hay en la mesa. ",Næste spiller,Spilleren umiddelbart til venstre for den forudgående spiller vender sine to hole cards og sammensætter den bedste kombination af fem kort ud fra de two hole cards og de fem fælleskort.,Следующий игрок,"Следующий игрок слева от предыдущего переворачивает две закрытые карты, чтобы составить лучшую комбинацию из пяти карт, используя любые из двух закрытых карт и пять общих карт."
texas_holdem_showdown,Playing the board,4,texas_holdem_showdown_4,82,10,"If a player's two hole cards don't allow for a better combination than the five community cards available on the table, the player has the option of playing ‘the board’. The player can use all five community cards on the table to form their best poker hand combination.",Playing the board,"If a player's two hole cards don't allow for a better combination than the five community cards available on the table, the player has the option of playing ‘the board’. The player can use all five community cards on the table to form their best poker hand combination.",Playing the Board,"Wenn es die beiden Taschenkarten eines Spielers nicht erlauben, eine bessere Kombination als die fünf Gemeinschaftskarten auf dem Tisch zu erzielen, dann hat der Spieler die Möglichkeit, das 'Board' zu spielen. Der Spieler kann alle fünf Gemeinschaftskarten auf dem Tisch verwenden, um die für ihn bestmögliche Handkombination zu erreichen.",Jugar la mesa,"Si las dos cartas de un jugador no permiten una combinación mejor que las cinco cartas comunitarias, el jugador tiene la opción de jugar la mesa. El jugador puede usar las cinco cartas comunitarias para formar su mano.",Playing the board,"Hvis en spillers to hole cards ikke giver mulighed for at sammensætte en bedre kombination end de fem fælleskort på bordet, kan spilleren spille ""bordet"". Spilleren kan bruge alle fem fælleskort på bordet til at sammensætte sin bedste håndkombination.",Игра в доску,"Если две закрытые карты игрока не позволяют составить более высокую комбинацию, чем пять общих карт на столе, игрок может «сыграть в доску». Игрок может использовать все пять общих карт на столе, чтобы собрать наибольшую покерную комбинацию."
texas_holdem_showdown,The winner,5,texas_holdem_showdown_5,11,10,"At showdown, the winner is the player with the best five-card combination, also known as the hand. Showdown happens only if there is more than one player left in the game. If only one player makes it to the showdown stage, they win all the money in the pot.",The winner,"At showdown, the winner is the player with the best five-card combination, also known as the hand. Showdown happens only if there is more than one player left in the game. If only one player makes it to the showdown stage, they win all the money in the pot.",Der Gewinner,"Beim Showdown gewinnt der Spieler mit der besten Kombination von fünf Karten, auch als „Hand“ bezeichnet. Ein Showdown findet nur statt, wenn in einem Spiel mehr als ein Spieler übrig ist. Wenn es nur ein Spieler bis zum Showdown schafft, gewinnt er das gesamte Geld, das sich im Pot befindet.",El ganador,"En el showdown, el ganador es el jugador con la mejor combinación de cinco cartas, también llamada la mano. El showdown ocurre solo si hay más de un jugador con cartas particulares. Si solo hay un jugador se lleva todas las fichas del bote.",Vinderen,"Vinderen ved showdown er den spiller, der har den bedste kombination af fem kort, altså den bedste hånd. Der er kun showdown, når der er mere end én spiller tilbage i hånden. Hvis der kun er én spiller tilbage ved showdown, vinder denne hele puljen.",Победитель,"После раскрытия карт выигрывает игрок с лучшей пятикарточной комбинацией, известной как рука. Карты раскрываются, только если в игре остается больше одного участника. Если до этапа раскрытия карт доходит только один игрок, он выигрывает все деньги в банке."
omaha_hi_deal,Dealer,1,omaha_hi_deal_1,28,10,"The dealer is the table position of the player who acts last in all betting rounds, except for pre-flop as long as they are still active in the hand. The position is also known as the ‘dealer button’ or simply the ‘button’ and is indicated with a ‘D’ marker. The dealer position is important because it determines the order in which the players act.

The dealer is regarded as the best table position. The player in the dealer position can observe the actions of their opponents before their turn comes around. It allows players to analyse their opponents and make decisions based on their opponents' actions.

The dealer changes position after each hand, and the button rotates clockwise around the table. After the first betting round is over, the player to the left of the current dealer button becomes the dealer for the next round.",Dealer,"The dealer is the table position of the player who acts last in all betting rounds, except for pre-flop as long as they are still active in the hand. The position is also known as the ‘dealer button’ or simply the ‘button’ and is indicated with a ‘D’ marker. The dealer position is important because it determines the order in which the players act.

The dealer is regarded as the best table position. The player in the dealer position can observe the actions of their opponents before their turn comes around. It allows players to analyse their opponents and make decisions based on their opponents' actions.

The dealer changes position after each hand, and the button rotates clockwise around the table. After the first betting round is over, the player to the left of the current dealer button becomes the dealer for the next round.",Dealer,"Der Dealer befindet sich in der Tischposition des Spielers, der in allen Einsatzrunden außer der Pre-Flop-Runde zuletzt handelt, solange er in der Hand aktiv ist. Die Position wird auch als „Dealer-Button“ oder einfach als „D-Button“ bezeichnet und mit einem „D“ markiert. Die Dealer-Position ist wichtig, da sie die Reihenfolge festlegt, in der die Spieler agieren.

Die Dealer-Position gilt als beste Position am Tisch. Der Spieler in der Dealer-Position kann die Handlungen seiner Gegner beobachten, bevor er an der Reihe ist. So kann er seine Gegner analysieren und Entscheidungen auf der Basis ihrer Handlungen treffen.

Die Dealer-Position wechselt nach jeder Hand und der D-Button bewegt sich im Uhrzeigersinn um den Tisch. Nach der ersten Einsatzrunde wird der Spieler links vom aktuellen Dealer-Button zum Dealer für die nächste Runde.
",Dealer,"El dealer es la posición en la mesa del jugador que actúa en última posición en todas las rondas de apuestas, excepto pre-flop, siempre que sigan activos en la mano. La posición también se llama el botón y se indica con una D. La posición del dealer también es importante porque determina el orden en el que los jugadores actúan.

El dealer se considera la mejor posición. El jugador en la posición de dealer puede observar las acciones de los rivales antes de que sea su turno. Le permite analizar a sus oponentes y tomar sus decisiones basándose en las acciones de estos.

El dealer cambia de posición después de cada mano, y va rotando en el sentido de las agujas del reloj. Cuando termina la mano, el jugador a la izquierda del dealer se convierte en el dealer en la siguiente mano.",Dealer,"Dealeren er den position ved bordet, hvor den spiller sidder, der agerer sidst i alle indsatsrunder bortset fra preflop – så længe vedkommende stadig er aktiv i hånden. Positionen kaldes også ""dealerknappen"" eller bare ""knappen"", fordi den tildeles en markør med et ""D"" på. Dealerpositionen er vigtig, fordi den afgør, i hvilken rækkefølge spillerne kan agere.

Dealeren anses for at være den bedste position ved bordet. Spilleren i dealerpositionen kan observere alle de øvrige spilleres handlinger, inden det er hans eller hendes egen tur. Det giver den pågældende spiller mulighed for at analysere sine modstandere og foretage valg ud fra deres handlinger.

Dealerknappen roterer én position med uret rundt om bordet efter hver hånd. Når en hånd er slut, overtages dealerknappen og positionen som dealer i den næste runde af spilleren til venstre for den aktuelle dealer.",Дилер,"Дилер — это место за столом игрока, который последним ходит в каждом раунде торговли, за исключением префлопа, пока карты на его руке остаются активными. Эта позиция также называется «фишкой дилера» или просто «фишкой» и обозначена маркером «D». Позиция дилера имеет большое значение, так как она определяет порядок, в котором ходят игроки.

Дилер считается лучшим местом за столом. Игрок на месте дилера может следить за действиями своих соперников до своего хода. Это позволяет игрокам анализировать своих соперников и принимать решения в соответствии с их действиями.

Место дилера меняется после каждой партии. Фишка переходит по столу по часовой стрелке. После завершения первого раунда торгов игрок слева от текущей фишки дилера становится дилером на следующий раунд."
omaha_hi_deal,Small Blind,2,omaha_hi_deal_2,80,10,"The small Blind, marked as SB, is the first of the two initial forced bets. It is placed by the player immediately to the left of the dealer and moves one space clockwise after each hand. In PLO games, the small blind equals the selected table’s lower betting limit, i.e. if a table’s lower betting limit is $1 in a $1/$2, the small blind would be $1",Small Blind,"The small Blind, marked as SB, is the first of the two initial forced bets. It is placed by the player immediately to the left of the dealer and moves one space clockwise after each hand. In PLO games, the small blind equals the selected table’s lower betting limit, i.e. if a table’s lower betting limit is $1 in a $1/$2, the small blind would be $1",Small Blind,"Der Small Blind wird mit „SB“ gekennzeichnet und ist der erste von zwei Eröffnungseinsätzen. Er wird vom Spieler unmittelbar links vom Dealer gesetzt und bewegt sich nach jeder Hand im Uhrzeigersinn um jeweils einen Platz weiter. In PLO-Spielen entspricht der Small Blind dem unteren Einsatzlimit des jeweiligen Tisches, d. h., wenn das untere Einsatzlimit eines Tisches in einem 1 USD/2 USD-Spiel 1 USD beträgt, würde der Small Blind 1 USD betragen.",Ciega pequeña,"La ciega pequeña, señalada como SB, es la primera de las dos apuestas obligatorias. La pone el jugador a la izquierda del dealer y se mueve un puesto en el sentido de las agujas del reloj cada mano. ",Small blind,"Small blind markeres som SB og er den første af de to indledende tvungne indsatser. Small blind placeres af spilleren umiddelbart til venstre for dealeren og flytter én plads med uret efter hver hånd. I PLO svarer small blind til bordets nedre indsatsgrænse. Ved et såkaldt 1 $/2 $ bord er den nedre indsatsgrænse f.eks. 1 $, og det samme er small blind.",Малый блайнд,"Малый блайнд, помеченный как SB, является первой из двух изначальных обязательных ставок. Он совершается игроком, находящимся слева от дилера, и перемещается на одно место по часовой стрелке после каждой партии. В играх PLO малый блайнд равен выбранному за столом минимальному лимиту ставок, т. е. если минимальным лимитом ставок является 1$ в игре на 1$/2$, малый блайнд будет равен 1$."
omaha_hi_deal,Big Blind,3,omaha_hi_deal_3,92,63,"The big blind, marked as BB, is the second of the two initial mandatory bets. It is placed by the player immediately to the left of the small blind and moves one space clockwise after each hand. In PLO games, the big blind equals the selected table’s higher betting limit, i.e. if a table’s higher betting limit is $2 in a $1/$2 game, the big blind would be $2. The amount of the big blind is the minimum bet in the current game round. The small and big blinds are important because they incite the action and get the game going, with money already in the pot to win. ",Big Blind,"The big blind, marked as BB, is the second of the two initial mandatory bets. It is placed by the player immediately to the left of the small blind and moves one space clockwise after each hand. In PLO games, the big blind equals the selected table’s higher betting limit, i.e. if a table’s higher betting limit is $2 in a $1/$2 game, the big blind would be $2. The amount of the big blind is the minimum bet in the current game round. The small and big blinds are important because they incite the action and get the game going, with money already in the pot to win. ",Big Blind,"Der Big Blind wird mit „BB“ gekennzeichnet und ist der zweite von zwei Eröffnungseinsätzen. Er wird vom Spieler unmittelbar links vom Small Blind gesetzt und bewegt sich nach jeder Hand im Uhrzeigersinn um jeweils einen Platz weiter. In PLO-Spielen entspricht der Big Blind dem oberen Einsatzlimit des jeweiligen Tisches, d. h., wenn das obere Einsatzlimit eines Tisches in einem 1 USD/2 USD-Spiel 1 USD beträgt, würde der Big Blind 2 USD betragen. Der Big Blind stellt den Mindesteinsatz in der aktuellen Spielrunde dar. Der Small Blind und der Big Blind sind wichtig, da mit ihnen die Action und das Spiel beginnen und sich bereits Geld im Pot befindet, das gewonnen werden kann. ",Ciega grande,"La ciega grande, señalada como BB, es la segunda de las dos apuestas obligatorias. La pone el jugador a la izquierda de la ciega pequeña y se mueve un puesto en el sentido de las agujas del reloj al finalizar cada mano. En PLO la ciega grande corresponde a la apuesta mínima, en una partida de 1/2, la apuesta mínima son 2.

Las ciegas son importantes porque incitan a la acción y hacen que funcione el juego con las fichas que hay en el bote al comenzar la mano.",Big blind,"Big blind markeres som BB og er den anden af de to indledende obligatoriske indsatser. Big blind placeres af spilleren umiddelbart til venstre for small blind og flytter én plads med uret efter hver hånd. I PLO svarer big blind til det aktuelle bords øvre indsatsgrænse. Ved et 1 $/2 $ bord er den øvre indsatsgrænse f.eks. 2 $, og det samme er big blind. Størrelsen på big blind er også minimumindsatsen i den aktuelle spillerunde. Small og big blind er vigtige, fordi de tilskynder til handling og sætter gang i spillet ved at sørge for, at der er penge i puljen. ",Большой блайнд,"Большой блайнд, помеченный маркером BB, — это вторая из двух обязательных изначальных ставок. Он совершается игроком, находящимся слева от малого блайнда, и перемещается на одно место по часовой стрелке после каждой партии. В играх PLO большой блайнд равен выбранному за столом максимальному лимиту ставок, т. е. если максимальным лимитом ставок является 2$ в игре на 1$/2$, большой блайнд будет равен 2$. Сумма большого блайнда — это минимальная ставка в текущем раунде игры. Большой и малый блайнды стимулируют делать ход и продвигают игру, формируя деньги в банке, которые можно выиграть. "
omaha_hi_deal,Hole cards,4,omaha_hi_deal_4,56,50,"After the small and big blinds are posted, each player gets four face-down cards. These are the players’ individual starting cards, also known as hole cards.",Hole cards,"After the small and big blinds are posted, each player gets four face-down cards. These are the players’ individual starting cards, also known as hole cards.",Taschenkarten,"Nachdem der Small Blind und der Big Blind gesetzt wurden, erhält jeder Spieler verdeckt vier Karten. Dies sind die Startkarten der Spieler, auch als „Taschenkarten“ bezeichnet.",Cartas particulares,"Después de que se han puesto la ciega grande y la pequeña, cada jugador recibe cuatro cartas boca abajo. Estas son las cartas particulares de cada jugador.",Hole cards,"Når small og big blind er lagt ud, modtager hver spiller fire kort med billedsiden nedad. Dette er spillerens individuelle startkort, de såkaldte ""hole cards"".",Закрытые карты,"После размещения малого и большого блайндов каждый игрок получает четыре карты в закрытую. Это личные карты игроков, также известные как закрытые карты."
omaha_hi_pre_flop,First player to act,1,omaha_hi_pre_flop_1,89,90,The action starts with the player to the left of the big blind. The position of the player who acts first in the pre-flop round is known as ‘under the gun’ (UTG). It is considered to be the weakest table position because the ‘under the gun’ player has to make decisions with no prior information about their opponents play.,First player to act,The action starts with the player to the left of the big blind. The position of the player who acts first in the pre-flop round is known as ‘under the gun’ (UTG). It is considered to be the weakest table position because the ‘under the gun’ player has to make decisions with no prior information about their opponents play.,Erster setzender Spieler,"Der Spieler links vom Big Blind beginnt die Action. Die Position des Spielers, der in der Pre-Flop-Runde zuerst agiert, wird auch als „Under the Gun“ (UTG; „Im Schussfeld“) bezeichnet. Diese Position gilt als schwächste Position am Tisch, da der Under-the-Gun-Spieler Entscheidungen treffen muss, ohne das Spiel seiner Gegner zu kennen.",Primer jugador en actuar,La acción comienza con el jugador a la izquierda de la ciega grande. La posición del jugador que actúa el primero en la ronda pre-flop se conoce como UTG. Se considera la peor posición de la mesa porque este jugador tiene que tomar las decisiones sin información sobre los rivales. ,Første spiller til at agere,"Spilleren til venstre for big blind agerer først. Positionen for den spiller, der foretager den første handling preflop, kaldes ""under the gun"" (UTG). Den anses for at være den svageste position ved bordet, fordi spilleren, der er ""under the gun"", skal foretage sine valg uden at kende noget som helst til sine modstanderes spil.",Ход первого игрока,"Ход начинается с игрока, находящегося слева от большого блайнда. Место игрока, который ходит первым в раунде префлопа, называется «под прицелом» (UTG). Это место за столом считается самым слабым, так как игрок «под прицелом» должен принимать решения, не имея предварительной информации об игре своих соперников."
omaha_hi_pre_flop,Call,2,omaha_hi_pre_flop_2,66,90,"To call is to match the bet made by the previous player. The first bet after the big blind needs to at least match the big blind amount, or raise it.",Call,"To call is to match the bet made by the previous player. The first bet after the big blind needs to at least match the big blind amount, or raise it.",Mitgehen,"Mitgehen bedeutet, den gleichen Einsatz wie der vorherige Spieler zu setzen. Der erste Einsatz nach dem Big Blind muss mindestens dem Big Blind-Einsatz entsprechen oder diesen erhöhen.",Pagar,"Pagar es igualar la apuesta hecha por otro jugador. La primera apuesta después de la ciega grande tiene que ser al menos del valor de la ciega grande, o subir la apuesta.",Call,At calle betyder at matche den forudgående spillers indsats. Den første indsats efter big blind skal matche eller raise big blind.,Колл,Сделать колл означает уравнять ставку предыдущего игрока. Первая ставка после большого блайнда должна как минимум равняться сумме большого блайнда или превышать ее.
omaha_hi_pre_flop,Raise,3,omaha_hi_pre_flop_3,40,90,"To raise is to increase the bet amount made by the previous player. If a raise is already in place, all the subsequent bets have to equal or be higher than that last bet. In PLO, the maximum raise is restricted to the amount of the pot for each instance.",Raise,"To raise is to increase the bet amount made by the previous player. If a raise is already in place, all the subsequent bets have to equal or be higher than that last bet. In PLO, the maximum raise is restricted to the amount of the pot for each instance.",Erhöhen,"Erhöhen bedeutet, den Einsatz des vorherigen Spielers zu erhöhen. Wenn erhöht wurde, müssen alle nachfolgenden Einsätze dem letzten Einsatz entsprechen oder höher als dieser sein. In PLO-Spielen ist die Erhöhung jeweils auf den Betrag des Pots begrenzt.",Subir,"Subir es aumentar la cantidad de la apuesta hecha por el jugador anterior. Si ya se ha hecho una subida, las siguientes apuestas tienen que ser iguales o mayores a esa apuesta. En PLO, la subida máxima es igual a la cantidad que haya en el bote en cada instante.",Raise,"At raise betyder at forøge den forudgående spillers indsats. Hvis der allerede er foretaget et raise, skal alle efterfølgende indsatser være lig med eller større end den seneste indsats. I PLO kan der maksimalt raises til det beløb, der på det aktuelle tidspunkt befinder sig i puljen.",Рейз,"Сделать рейз означает поднять сумму ставки предыдущего игрока. Если рейз уже сделан, все последующие ставки должны быть равны сумме последней ставки или превышать ее. В PLO максимальный рейз ограничен суммой банка в каждый момент игры."
omaha_hi_pre_flop,Fold,4,omaha_hi_pre_flop_4,11,10,"To fold is to not play the hand. If you decide to fold, you are no longer eligible to take part in any further betting until a new game round starts.",Fold,"To fold is to not play the hand. If you decide to fold, you are no longer eligible to take part in any further betting until a new game round starts.",Aussteigen,"Aussteigen bedeutet, eine Hand nicht zu spielen. Wenn Sie aussteigen, können Sie nicht mehr setzen, bis eine neue Spielrunde beginnt.
",Tirarse,"Tirarse es no jugar la mano. Si has decidido tirarte, ya no puedes participar en más apuestas hasta que comience una nueva mano.",Fold,"At folde betyder at give op. Hvis du folder, kan du ikke placere flere indsatser, før der starter en ny spillerunde.",Фолд,"Сделать фолд означает пасовать. Если вы решили пасовать, вы больше не сможете принимать участие в дальнейших торгах, пока не начнется новый раунд игры."
omaha_hi_pre_flop,Check,5,omaha_hi_pre_flop_5,91,40,"To check means to bet nothing. In the pre-flop round, only the big blind has an option to check if no-one has raised. If there is a raise, the big blind can either call, raise, fold or raise pot.",Check,"To check means to bet nothing. In the pre-flop round, only the big blind has an option to check if no-one has raised. If there is a raise, the big blind can either call, raise, fold or raise pot.",Schieben,"Schieben bedeutet, nicht zu setzen. In der Pre-Flop-Runde kann nur der Big Blind schieben, wenn noch niemand erhöht hat. Wenn es eine Erhöhung gegeben hat, kann der Big Blind mitgehen, erhöhen, aussteigen oder den Pot erhöhen.",Pasar,"Pasar significa no apostar nada.En la ronda pre-flop solo la ciega grande tiene la opción de pasar si nadie ha subido. Si ha habido una subida, la ciega grande puede pasar, subir, tirarse o subir el bote.",Check,"At checke betyder at undlade at placere en indsats. I preflop-runden er det kun big blind, der har mulighed for at checke – og kun hvis ingen andre har raiset. Hvis der tidligere er blevet raiset, kan big blind udelukkende calle, raise, folde eller raise puljen.",Чек,"Сделать чек означает отказаться делать ставку. В раунде префлопа только у большого блайнда есть возможность сделать чек, если никто не поднял ставку. Если ставку подняли, большой блайнд может уравнять ставку, поднять ее, пасовать или поднять банк."
omaha_hi_pre_flop,End of betting,6,omaha_hi_pre_flop_6,44,50,"The betting round ends when all players, who have not folded, have contributed equally to the pot. ",End of betting,"The betting round ends when all players, who have not folded, have contributed equally to the pot. ",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleichmäßig zum Pot beigetragen haben. ",Fin de las apuestas,"La ronda de apuestas termina cuando todos los jugadores, que no se han tirar, han contribuido con las mismas fichas al bote. ",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har bidraget lige meget til puljen. ",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, сделали одинаковые взносы в банк. "
omaha_hi_flop,Flop,1,omaha_hi_flop_1,28,50,Three face-up community cards are dealt on the table. ,Flop,Three face-up community cards are dealt on the table. ,Flop,"Drei Gemeinschaftskarten werden offen am Pokertisch ausgegeben.",Flop,Se sacan tres cartas comunitarias descubiertas en la mesa.,Flop,Der lægges tre fælleskort på bordet med billedsiden opad.,Флоп,На покерный стол в открытую сдаются три общие карты.
omaha_hi_flop,First player’s actions,2,omaha_hi_flop_2,59,10,"The first person to act is the first active player seated to the left of the dealer button. They have two options: check or bet. If the first player decides to check (bets nothing), the action passes, clockwise, to the next player.",First player’s actions,"The first person to act is the first active player seated to the left of the dealer button. They have two options: check or bet. If the first player decides to check (bets nothing), the action passes, clockwise, to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste aktive Spieler links vom Dealer-Button. Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Opciones del primer jugador,"La primera persona en actuar es el primer jugador activo sentado a la izquierda del dealer. Tiene dos opciones: pasar o apostar. Si el primer jugador pasa, la acción continúa en el siguiente jugador en el sentido de las agujas del reloj. ",Første spillers handlemuligheder,"Den aktive spiller, der sidder nærmest på dealerens venstre side, skal foretage den første handling. Vedkommende har to muligheder: At checke eller placere en indsats. Hvis den første spiller checker (ikke placerer nogen indsats), går turen videre med uret til den næste spiller.",Действия первого игрока,"Первым ходит первый активный игрок, сидящий слева от фишки дилера. У него есть два варианта хода: сделать чек или ставку. Если первый игрок решает сделать чек (отказаться делать ставку), ход переходит по часовой стрелке к следующему игроку."
omaha_hi_flop,Initial bet amount,3,omaha_hi_flop_3,82,10,"The initial bet amount should equal or exceed the minimum bet amount, which is the same amount as the big blind. All subsequent bets should equal or exceed the initial bet. In PLO, the maximum raise is restricted to the amount of the pot for each instance.",Initial bet amount,"The initial bet amount should equal or exceed the minimum bet amount, which is the same amount as the big blind. All subsequent bets should equal or exceed the initial bet. In PLO, the maximum raise is restricted to the amount of the pot for each instance.",Eröffnungseinsatz,"Der Eröffnungseinsatz sollte dem Mindesteinsatz entsprechen oder diesen übertreffen. Das ist der gleiche Betrag wie der Big Blind. Alle folgenden Einsätze sollten dem Eröffnungseinsatz entsprechen oder diesen übertreffen. In PLO-Spielen ist die Erhöhung jeweils auf den Betrag des Pots begrenzt.",Apuesta inicial,"La apuesta inicial debe ser igual o superior a la apuesta mínima que es igual a la ciega grande. Las siguientes apuestas deben ser iguales o superiores a la apuesta inicial. En PLO, la subida máxima es la cantidad que haya en el bote en cada instante.",Indledende indsatsstørrelse,"Størrelsen af den første indsats skal være lig med eller overstige den minimale indsatsstørrelse, hvilket svarer til big blind. Alle efterfølgende indsatser skal svare til eller overstige den første indsats. I PLO kan der maksimalt raises til det beløb, der på det aktuelle tidspunkt befinder sig i puljen.",Изначальная сумма ставки,"Изначальная сумма ставки должна быть равна или превышать минимальную сумму ставки, которая равна сумме большого блайнда. Все последующие ставки должны быть равны изначальной ставке или превышать ее. В PLO максимальный рейз ограничен суммой банка в каждый момент игры."
omaha_hi_flop,Other players’ actions,4,omaha_hi_flop_4,92,61,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot.",Other players’ actions,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot.",Handlungen der anderen Spieler,"Nach dem ersten Einsatz haben die übrigen Spieler drei Optionen: Mitgehen, Erhöhen, Aussteigen oder Erhöhen des Pot.",Opciones del resto de jugadores,"Una vez que se ha hecho la apuesta inicial, el resto de jugadores tiene estas opciones: pagar, subir, tirarse o subir el bote en las versiones pot limit.",Andre spilleres handlemuligheder,"Efter den første indsats er placeret, har de øvrige spillere fire muligheder: At calle, raise, folde eller raise puljen.",Действия других игроков,"Как только будет сделана изначальная ставка, у всех остальных игроков будет три варианта хода: уравнять ставку, поднять ставку, пасовать или поднять банк."
omaha_hi_flop,End of betting,5,omaha_hi_flop_5,9,38,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.  If all players decide to check in the current betting round, meaning there are no new bets, the pot remains the same as in the pre-flop round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round comes to an end.",End of betting,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.  If all players decide to check in the current betting round, meaning there are no new bets, the pot remains the same as in the pre-flop round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round comes to an end.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie in der Pre-Flop-Runde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores, que no se han tirado, han apostado la misma cantidad de fichas. Si todos los jugadores deciden pasar en el ronda de apuestas, es decir no hay apuestas nuevas, el bote sigue con la misma cantidad de fichas que en la ronda pre-flop. Si todos los jugadores, excepto uno, se tiraran en la ronda de apuesta, el jugador que no se haya tirado gana el bote, y termina la mano.",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen. Hvis alle spillere beslutter at checke i den aktuelle indsatsrunde, kommer der ingen nye indsatser, og puljen forbliver på samme niveau som efter preflop-runden. Hvis alle spillere undtagen én beslutter at folde i den aktuelle runde, vindes puljen af den spiller, der ikke har foldet, og indsatsrunden slutter.",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, внесли в банк одинаковые суммы. Если все игроки решили отказаться делать ставку в текущем раунде торгов (то есть новых ставок нет), банк остается таким же, как и в раунде префлопа. Если все игроки, за исключением одного, решили пасовать в текущем раунде, игрок, который не пасовал, выигрывает банк, а раунд торгов завершается."
omaha_hi_turn,Turn,1,omaha_hi_turn_1,67,50,The fourth face-up community card is dealt on the table.,Turn,The fourth face-up community card is dealt on the table.,Turn,"Die vierte Gemeinschaftskarte wird offen am Pokertisch ausgegeben.",Turn,Una cuarta carta comunitaria se saca al centro de la mesa.,Turn,Det fjerde fælleskort lægges på bordet med billedsiden opad.,Терн,На покерный стол в открытую сдается четвертая общая карта.
omaha_hi_turn,First player’s actions,2,omaha_hi_turn_2,81,10,"The first person to act is the first active player to the left of the dealer. They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first active player to the left of the dealer. They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste aktive Spieler links vom Dealer. Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Opciones del primer jugador,"La primera persona en actuar es el primer jugador activo sentado a la izquierda del dealer. Tiene dos opciones: pasar o apostar. Si el primer jugador pasa, la acción continúa en el siguiente jugador en el sentido de las agujas del reloj. ",Første spillers handlemuligheder,"Den aktive spiller, der sidder nærmest på dealerens venstre side, skal foretage den første handling. Vedkommende har to muligheder: At checke eller placere en indsats. Hvis den første spiller checker (ikke placerer nogen indsats), går turen videre med uret til den næste spiller.",Действия первого игрока,"Первым ходит первый активный игрок слева от дилера. У него есть два варианта хода: сделать чек или ставку. Если первый игрок решает сделать чек (отказаться делать ставку), ход переходит по часовой стрелке к следующему игроку."
